Date-UTC;Variable1;Variable2;Variable3
2012-10-01 00:00:00;10.345473545658407;5.905399290202445;-0.39970605979774604
2012-10-01 01:00:00;9.738084937823066;6.447748298362599;-1.1015218364610813
2012-10-01 02:00:00;10.076208408868117;5.131349490932771;-1.5370198270571154
2012-10-01 03:00:00;9.47882934941211;4.768705477299209;-1.9162994393739943
2012-10-01 04:00:00;9.4275046297466;4.2524686876021836;-2.1634360177722796
2012-10-01 05:00:00;10.772542683777646;3.9799555533608304;-1.8462824918646432
2012-10-01 06:00:00;10.050762836615075;5.72066508933464;-2.5721740901542596
2012-10-01 07:00:00;9.238486319154937;3.5944804702558453;-3.701535313976451
2012-10-01 08:00:00;9.643641630075477;6.609620927177467;-3.342014004627894
2012-10-01 09:00:00;9.63484774624997;4.780666254115751;-3.178538518473377
2012-10-01 10:00:00;10.336532076041436;5.290695275362078;-2.4631850835611577
2012-10-01 11:00:00;9.563238619247834;5.347668068917629;-2.5503968375149295
2012-10-01 12:00:00;10.124618383690256;4.651994302906549;-2.6003059951398764
2012-10-01 13:00:00;9.39616080016816;6.41202135895238;-2.546809293598415
2012-10-01 14:00:00;9.498966446263292;3.5860137517617705;-4.142771045275676
2012-10-01 15:00:00;10.01702062678587;7.876791905791487;-3.4258023569296676
2012-10-01 16:00:00;9.734193258426645;5.311764732635791;-3.6323972056385223
2012-10-01 17:00:00;10.729658139687466;5.49607864811797;-4.6718184744700215
2012-10-01 18:00:00;10.070860787939148;4.675719926823066;-3.3409169860076746
2012-10-01 19:00:00;10.913655769994499;5.215416993025245;-3.1151990967437153
2012-10-01 20:00:00;10.536028260009168;5.5445359928208635;-3.2560293042587265
2012-10-01 21:00:00;10.214156197604517;5.60481213747282;-2.3738436597462114
2012-10-01 22:00:00;10.441125122002132;4.901714330605807;-3.6413140648276614
2012-10-01 23:00:00;10.559058651689481;5.298092030585273;-3.2088071797932356
2012-10-02 00:00:00;9.964438278895996;4.1729723960122005;-2.4280191453912234
2012-10-02 01:00:00;10.605837283730933;5.16253267109267;-2.6590234204780145
2012-10-02 02:00:00;10.193636023924123;6.083489265878195;-4.468082755339326
2012-10-02 03:00:00;10.053966663798265;5.320160879547468;-3.3017582266261396
2012-10-02 04:00:00;9.941115435836592;4.404184649522273;-3.372674653161397
2012-10-02 05:00:00;10.718518826545967;4.487331202724012;-3.1424340820374064
2012-10-02 06:00:00;9.438831409825411;4.553851470333858;-4.619990128211879
2012-10-02 07:00:00;9.477090939164455;6.229211347894634;-5.948062686646388
2012-10-02 08:00:00;10.429037877783783;4.674943761634455;-5.489333078770483
2012-10-02 09:00:00;10.32252900413147;5.122573532761668;-5.419592742091423
