Date-UTC;Variable1;Variable2;Variable3
2012-10-01 00:00:00;9.75025885762904;4.470287804418732;0.11141135029010076
2012-10-01 01:00:00;10.197811982025728;6.418835698119379;1.8666511417024643
2012-10-01 02:00:00;9.813374464916569;7.917227168444043;0.41754617107372427
2012-10-01 03:00:00;9.954016623006636;5.57244497970251;1.3983676177391056
2012-10-01 04:00:00;10.266985955514738;4.011991596755815;0.42452811441185245
2012-10-01 05:00:00;10.04840179327767;5.418595181915721;1.2611092485741628
2012-10-01 06:00:00;9.99061169442823;2.6856205921421252;2.19091125163564
2012-10-01 07:00:00;9.692098769469222;6.4633271371664724;3.05348408988399
2012-10-01 08:00:00;9.457687936715349;3.79611512094208;3.8823917128095924
2012-10-01 09:00:00;9.095382831847045;4.9863884414901465;3.456735104259848
2012-10-01 10:00:00;9.366280557090418;5.2684038973492076;3.788484596763079
2012-10-01 11:00:00;9.555374932557703;4.943958557701095;2.9543473297370912
2012-10-01 12:00:00;10.330098250716217;4.583602650542613;1.7503744537924826
2012-10-01 13:00:00;10.145314324410224;4.284241509621925;1.7835857217049127
2012-10-01 14:00:00;9.662952878481534;4.52973151673007;2.8995966555105035
2012-10-01 15:00:00;10.031894559678829;7.070475035529208;2.7727796569625403
2012-10-01 16:00:00;9.774053217908142;4.5841107294774135;2.795319194224362
2012-10-01 17:00:00;10.356883836100808;2.5706696440851076;1.157522609986911
2012-10-01 18:00:00;9.590635627028924;5.6834098330522815;1.3740620429154102
2012-10-01 19:00:00;9.483526555820328;6.020394759748631;1.4012898511981196
2012-10-01 20:00:00;10.537251710061797;3.0840619736627475;0.9777399277478442
2012-10-01 21:00:00;10.769273228492025;5.0142594400152705;0.8851507169795266
2012-10-01 22:00:00;8.980369385056967;5.833661887136091;-0.13683709587082282
2012-10-01 23:00:00;10.013633945285562;8.053369626870538;-1.8247779550896333
2012-10-02 00:00:00;10.188313687951995;5.322521679409472;-1.1436438051154019
2012-10-02 01:00:00;10.748078021635532;4.409029742872562;-2.7386974161613074
2012-10-02 02:00:00;10.00993051519897;5.020371232844108;-4.007940295223592
2012-10-02 03:00:00;10.473384907305412;3.160942998992179;-4.437060423968871
2012-10-02 04:00:00;9.618837939718857;4.025573240950751;-5.079834347050027
2012-10-02 05:00:00;9.934783988013365;5.228503611727507;-7.662069558335926
2012-10-02 06:00:00;10.267511376769354;5.802646591595938;-7.345961448244143
2012-10-02 07:00:00;10.812070261107706;4.64917158389959;-7.551049713831045
2012-10-02 08:00:00;9.796955691160457;3.9069284960086526;-7.292911715998163
2012-10-02 09:00:00;10.305021500176743;4.527116726915581;-6.282391818658663
2012-10-02 10:00:00;10.267586270361514;5.878950130376918;-6.51834053444632
2012-10-02 11:00:00;10.442052172884578;2.576184117241262;-6.788451411615779
2012-10-02 12:00:00;10.723738048317456;4.1500276104033915;-5.887955625483091
2012-10-02 13:00:00;9.957440009514203;6.810919998386918;-7.134925689272334
2012-10-02 14:00:00;10.54406060894099;4.242538701310034;-9.068484805257903
2012-10-02 15:00:00;10.849982867265245;5.89163940462994;-9.203284593447451
2012-10-02 16:00:00;9.859408339021034;3.134498066732517;-10.451400872183385
2012-10-02 17:00:00;10.201014789115465;4.478621584327555;-10.2408603214388
2012-10-02 18:00:00;10.8956838608555;4.529017246132514;-11.343210797986558
2012-10-02 19:00:00;10.820909029351935;5.15346258907606;-11.892871392752639
2012-10-02 20:00:00;10.074868933437195;4.35428463207736;-10.470802620429668
2012-10-02 21:00:00;10.165008286531764;5.28178757606087;-10.391616562424915
2012-10-02 22:00:00;10.953559628446627;5.721920469097045;-10.830137971596821
2012-10-02 23:00:00;10.243309129577499;5.971505962426592;-10.79094430589483
2012-10-03 00:00:00;10.447093793523722;3.557121007440677;-8.981700802402692
2012-10-03 01:00:00;11.06089212185418;4.15540309046548;-9.334263968381322
2012-10-03 02:00:00;11.068529282944938;4.942485987985069;-8.119016077448274
2012-10-03 03:00:00;9.350154188934736;3.758419698149801;-8.60662908288576
2012-10-03 04:00:00;9.71570237015819;4.580912783798461;-10.006285659604945
2012-10-03 05:00:00;10.096058032504656;4.9351062741353315;-9.740505692650698
2012-10-03 06:00:00;10.128361750933832;5.4332404471738736;-10.21089731571949
2012-10-03 07:00:00;10.268598580228733;5.6473617386375725;-9.93556805021211
2012-10-03 08:00:00;10.428343701591384;6.438326767553183;-10.162693289970123
2012-10-03 09:00:00;10.401864676073064;5.434688437741883;-11.708118905956916
2012-10-03 10:00:00;10.313621705631991;6.413007764871771;-10.917738626871069
2012-10-03 11:00:00;10.798793938877129;5.655593805041153;-10.763385146304758
2012-10-03 12:00:00;10.252785610973886;4.954894655946154;-9.996900016129377
